"year","genotype","N","Nmax","lmax","wmax","l","w"
"2004","geno5",2,16,7.08,1.1211,0.52,0.94393
"2004","geno5",2,16,7.08,1.1211,0.5,0.94393
"2004","geno5",2,16,7.08,1.1211,0.48,0.94393
"2004","geno5",2,16,7.08,1.1211,0.46,0.93458
"2004","geno5",2,16,7.08,1.1211,0.44,0.93828
"2004","geno5",2,16,7.08,1.1211,0.42,0.91621
"2004","geno5",2,16,7.08,1.1211,0.4,0.91477
"2004","geno5",2,16,7.08,1.1211,0.38,0.92523
"2004","geno5",2,16,7.08,1.1211,0.36,0.92523
"2004","geno5",2,16,7.08,1.1211,0.34,0.92523
"2004","geno5",2,16,7.08,1.1211,0.32,0.92523
"2004","geno5",2,16,7.08,1.1211,0.3,0.95
"2004","geno5",2,16,7.08,1.1211,0.28,1
"2004","geno5",2,16,7.08,1.1211,0.26,1
"2004","geno5",2,16,7.08,1.1211,0.24,0.96262
"2004","geno5",2,16,7.08,1.1211,0.22,0.94393
"2004","geno5",2,16,7.08,1.1211,0.2,0.84112
"2004","geno5",2,16,7.08,1.1211,0.18,0.94393
"2004","geno5",2,16,7.08,1.1211,0.16,0.85159
"2004","geno5",2,16,7.08,1.1211,0.14,0.88667
"2004","geno5",2,16,7.08,1.1211,0.12,0.83178
"2004","geno5",2,16,7.08,1.1211,0.1,0.83178
"2004","geno5",2,16,7.08,1.1211,0.08,0.83178
"2004","geno5",2,16,7.08,1.1211,0.0599999999999999,0.82243
"2004","geno5",2,16,7.08,1.1211,0.04,0.72897
"2004","geno5",2,16,7.08,1.1211,0.02,0.71963
"2004","geno5",2,16,7.08,1.1211,0,0.63551
"2004","geno5",3,16,11.7,1.3534,1,0
"2004","geno5",3,16,11.7,1.3534,0.98,0.14286
"2004","geno5",3,16,11.7,1.3534,0.96,0.21805
"2004","geno5",3,16,11.7,1.3534,0.94,0.30075
"2004","geno5",3,16,11.7,1.3534,0.92,0.33029
"2004","geno5",3,16,11.7,1.3534,0.9,0.41353
"2004","geno5",3,16,11.7,1.3534,0.88,0.45257
"2004","geno5",3,16,11.7,1.3534,0.86,0.49624
"2004","geno5",3,16,11.7,1.3534,0.84,0.51128
"2004","geno5",3,16,11.7,1.3534,0.82,0.57143
"2004","geno5",3,16,11.7,1.3534,0.8,0.57895
"2004","geno5",3,16,11.7,1.3534,0.78,0.66165
"2004","geno5",3,16,11.7,1.3534,0.76,0.66165
"2004","geno5",3,16,11.7,1.3534,0.74,0.66165
"2004","geno5",3,16,11.7,1.3534,0.72,0.74436
"2004","geno5",3,16,11.7,1.3534,0.7,0.7594
"2004","geno5",3,16,11.7,1.3534,0.68,0.80451
"2004","geno5",3,16,11.7,1.3534,0.66,0.85714
"2004","geno5",3,16,11.7,1.3534,0.64,0.8797
"2004","geno5",3,16,11.7,1.3534,0.62,0.8797
"2004","geno5",3,16,11.7,1.3534,0.6,0.87218
"2004","geno5",3,16,11.7,1.3534,0.58,0.87218
"2004","geno5",3,16,11.7,1.3534,0.56,0.87218
"2004","geno5",3,16,11.7,1.3534,0.54,0.96241
"2004","geno5",3,16,11.7,1.3534,0.52,1
"2004","geno5",3,16,11.7,1.3534,0.5,1
"2004","geno5",3,16,11.7,1.3534,0.48,0.96241
"2004","geno5",3,16,11.7,1.3534,0.46,0.90977
"2004","geno5",3,16,11.7,1.3534,0.44,0.96241
"2004","geno5",3,16,11.7,1.3534,0.42,0.96241
"2004","geno5",3,16,11.7,1.3534,0.4,0.96241
"2004","geno5",3,16,11.7,1.3534,0.38,0.95474
"2004","geno5",3,16,11.7,1.3534,0.36,0.96241
"2004","geno5",3,16,11.7,1.3534,0.34,0.96241
"2004","geno5",3,16,11.7,1.3534,0.32,0.96397
"2004","geno5",3,16,11.7,1.3534,0.3,1
"2004","geno5",3,16,11.7,1.3534,0.28,0.98406
"2004","geno5",3,16,11.7,1.3534,0.26,0.91729
"2004","geno5",3,16,11.7,1.3534,0.24,0.91729
"2004","geno5",3,16,11.7,1.3534,0.22,0.91729
"2004","geno5",3,16,11.7,1.3534,0.2,0.91729
"2004","geno5",3,16,11.7,1.3534,0.18,0.8797
"2004","geno5",3,16,11.7,1.3534,0.16,0.8797
"2004","geno5",3,16,11.7,1.3534,0.14,0.8797
"2004","geno5",3,16,11.7,1.3534,0.12,0.8631
"2004","geno5",3,16,11.7,1.3534,0.1,0.83459
"2004","geno5",3,16,11.7,1.3534,0.08,0.80451
"2004","geno5",3,16,11.7,1.3534,0.0599999999999999,0.77444
"2004","geno5",3,16,11.7,1.3534,0.04,0.75188
"2004","geno5",3,16,11.7,1.3534,0.02,0.69925
"2004","geno5",3,16,11.7,1.3534,0,0.66165
"2004","geno5",4,16,16.05,2.1184,1,0
"2004","geno5",4,16,16.05,2.1184,0.98,0.095238
"2004","geno5",4,16,16.05,2.1184,0.96,0.1381
"2004","geno5",4,16,16.05,2.1184,0.94,0.20476
"2004","geno5",4,16,16.05,2.1184,0.92,0.27143
"2004","geno5",4,16,16.05,2.1184,0.9,0.32214
"2004","geno5",4,16,16.05,2.1184,0.88,0.3573
"2004","geno5",4,16,16.05,2.1184,0.86,0.41429
"2004","geno5",4,16,16.05,2.1184,0.84,0.47143
"2004","geno5",4,16,16.05,2.1184,0.82,0.48086
"2004","geno5",4,16,16.05,2.1184,0.8,0.55238
"2004","geno5",4,16,16.05,2.1184,0.78,0.57205
"2004","geno5",4,16,16.05,2.1184,0.76,0.61905
"2004","geno5",4,16,16.05,2.1184,0.74,0.6709
"2004","geno5",4,16,16.05,2.1184,0.72,0.70267
"2004","geno5",4,16,16.05,2.1184,0.7,0.7381
"2004","geno5",4,16,16.05,2.1184,0.68,0.75714
"2004","geno5",4,16,16.05,2.1184,0.66,0.76667
"2004","geno5",4,16,16.05,2.1184,0.64,0.79638
"2004","geno5",4,16,16.05,2.1184,0.62,0.81252
"2004","geno5",4,16,16.05,2.1184,0.6,0.86457
"2004","geno5",4,16,16.05,2.1184,0.58,0.84286
"2004","geno5",4,16,16.05,2.1184,0.56,0.84286
"2004","geno5",4,16,16.05,2.1184,0.54,0.89524
"2004","geno5",4,16,16.05,2.1184,0.52,0.89524
"2004","geno5",4,16,16.05,2.1184,0.5,0.94762
"2004","geno5",4,16,16.05,2.1184,0.48,0.93109
"2004","geno5",4,16,16.05,2.1184,0.46,0.94762
"2004","geno5",4,16,16.05,2.1184,0.44,0.94762
"2004","geno5",4,16,16.05,2.1184,0.42,0.9619
"2004","geno5",4,16,16.05,2.1184,0.4,1
"2004","geno5",4,16,16.05,2.1184,0.38,1
"2004","geno5",4,16,16.05,2.1184,0.36,0.97552
"2004","geno5",4,16,16.05,2.1184,0.34,0.99719
"2004","geno5",4,16,16.05,2.1184,0.32,0.97143
"2004","geno5",4,16,16.05,2.1184,0.3,0.97119
"2004","geno5",4,16,16.05,2.1184,0.28,0.94762
"2004","geno5",4,16,16.05,2.1184,0.26,0.94762
"2004","geno5",4,16,16.05,2.1184,0.24,0.94762
"2004","geno5",4,16,16.05,2.1184,0.22,0.89524
"2004","geno5",4,16,16.05,2.1184,0.2,0.89524
"2004","geno5",4,16,16.05,2.1184,0.18,0.84286
"2004","geno5",4,16,16.05,2.1184,0.16,0.83333
"2004","geno5",4,16,16.05,2.1184,0.14,0.79048
"2004","geno5",4,16,16.05,2.1184,0.12,0.78095
"2004","geno5",4,16,16.05,2.1184,0.1,0.72895
"2004","geno5",4,16,16.05,2.1184,0.08,0.7165
"2004","geno5",4,16,16.05,2.1184,0.0599999999999999,0.66667
"2004","geno5",4,16,16.05,2.1184,0.04,0.60952
"2004","geno5",4,16,16.05,2.1184,0.02,0.58095
"2004","geno5",4,16,16.05,2.1184,0,0.50952
"2004","geno5",5,16,21.7,2.8482,1,0.034722
"2004","geno5",5,16,21.7,2.8482,0.98,0.11344
"2004","geno5",5,16,21.7,2.8482,0.96,0.23939
"2004","geno5",5,16,21.7,2.8482,0.94,0.32367
"2004","geno5",5,16,21.7,2.8482,0.92,0.40625
"2004","geno5",5,16,21.7,2.8482,0.9,0.45403
"2004","geno5",5,16,21.7,2.8482,0.88,0.48264
"2004","geno5",5,16,21.7,2.8482,0.86,0.54944
"2004","geno5",5,16,21.7,2.8482,0.84,0.61458
"2004","geno5",5,16,21.7,2.8482,0.82,0.65278
"2004","geno5",5,16,21.7,2.8482,0.8,0.68472
"2004","geno5",5,16,21.7,2.8482,0.78,0.69097
"2004","geno5",5,16,21.7,2.8482,0.76,0.75347
"2004","geno5",5,16,21.7,2.8482,0.74,0.80556
"2004","geno5",5,16,21.7,2.8482,0.72,0.8125
"2004","geno5",5,16,21.7,2.8482,0.7,0.85069
"2004","geno5",5,16,21.7,2.8482,0.68,0.85069
"2004","geno5",5,16,21.7,2.8482,0.66,0.85069
"2004","geno5",5,16,21.7,2.8482,0.64,0.88542
"2004","geno5",5,16,21.7,2.8482,0.62,0.92014
"2004","geno5",5,16,21.7,2.8482,0.6,0.9375
"2004","geno5",5,16,21.7,2.8482,0.58,0.9375
"2004","geno5",5,16,21.7,2.8482,0.56,0.97222
"2004","geno5",5,16,21.7,2.8482,0.54,0.97222
"2004","geno5",5,16,21.7,2.8482,0.52,0.9629
"2004","geno5",5,16,21.7,2.8482,0.5,0.97222
"2004","geno5",5,16,21.7,2.8482,0.48,0.97222
"2004","geno5",5,16,21.7,2.8482,0.46,0.97917
"2004","geno5",5,16,21.7,2.8482,0.44,0.97222
"2004","geno5",5,16,21.7,2.8482,0.42,1
"2004","geno5",5,16,21.7,2.8482,0.4,0.97917
"2004","geno5",5,16,21.7,2.8482,0.38,0.97222
"2004","geno5",5,16,21.7,2.8482,0.36,0.97222
"2004","geno5",5,16,21.7,2.8482,0.34,0.96181
"2004","geno5",5,16,21.7,2.8482,0.32,0.93403
"2004","geno5",5,16,21.7,2.8482,0.3,0.93403
"2004","geno5",5,16,21.7,2.8482,0.28,0.93403
"2004","geno5",5,16,21.7,2.8482,0.26,0.93403
"2004","geno5",5,16,21.7,2.8482,0.24,0.89236
"2004","geno5",5,16,21.7,2.8482,0.22,0.88542
"2004","geno5",5,16,21.7,2.8482,0.2,0.85069
"2004","geno5",5,16,21.7,2.8482,0.18,0.84081
"2004","geno5",5,16,21.7,2.8482,0.16,0.77083
"2004","geno5",5,16,21.7,2.8482,0.14,0.77083
"2004","geno5",5,16,21.7,2.8482,0.12,0.72917
"2004","geno5",5,16,21.7,2.8482,0.1,0.70486
"2004","geno5",5,16,21.7,2.8482,0.08,0.69097
"2004","geno5",5,16,21.7,2.8482,0.0599999999999999,0.64931
"2004","geno5",5,16,21.7,2.8482,0.04,0.60764
"2004","geno5",5,16,21.7,2.8482,0.02,0.60764
"2004","geno5",5,16,21.7,2.8482,0,0.56944
"2004","geno5",6,16,26.38,3.6562,1,0.029973
"2004","geno5",6,16,26.38,3.6562,0.98,0.079019
"2004","geno5",6,16,26.38,3.6562,0.96,0.15039
"2004","geno5",6,16,26.38,3.6562,0.94,0.27248
"2004","geno5",6,16,26.38,3.6562,0.92,0.31608
"2004","geno5",6,16,26.38,3.6562,0.9,0.37875
"2004","geno5",6,16,26.38,3.6562,0.88,0.41962
"2004","geno5",6,16,26.38,3.6562,0.86,0.48229
"2004","geno5",6,16,26.38,3.6562,0.84,0.51771
"2004","geno5",6,16,26.38,3.6562,0.82,0.55313
"2004","geno5",6,16,26.38,3.6562,0.8,0.58659
"2004","geno5",6,16,26.38,3.6562,0.78,0.59401
"2004","geno5",6,16,26.38,3.6562,0.76,0.62943
"2004","geno5",6,16,26.38,3.6562,0.74,0.66485
"2004","geno5",6,16,26.38,3.6562,0.72,0.70481
"2004","geno5",6,16,26.38,3.6562,0.7,0.73569
"2004","geno5",6,16,26.38,3.6562,0.68,0.76839
"2004","geno5",6,16,26.38,3.6562,0.66,0.76839
"2004","geno5",6,16,26.38,3.6562,0.64,0.80381
"2004","geno5",6,16,26.38,3.6562,0.62,0.83924
"2004","geno5",6,16,26.38,3.6562,0.6,0.83924
"2004","geno5",6,16,26.38,3.6562,0.58,0.87466
"2004","geno5",6,16,26.38,3.6562,0.56,0.91281
"2004","geno5",6,16,26.38,3.6562,0.54,0.92916
"2004","geno5",6,16,26.38,3.6562,0.52,0.91281
"2004","geno5",6,16,26.38,3.6562,0.5,0.92916
"2004","geno5",6,16,26.38,3.6562,0.48,0.96458
"2004","geno5",6,16,26.38,3.6562,0.46,0.96458
"2004","geno5",6,16,26.38,3.6562,0.44,0.98638
"2004","geno5",6,16,26.38,3.6562,0.42,0.96458
"2004","geno5",6,16,26.38,3.6562,0.4,0.98638
"2004","geno5",6,16,26.38,3.6562,0.38,0.98638
"2004","geno5",6,16,26.38,3.6562,0.36,0.98638
"2004","geno5",6,16,26.38,3.6562,0.34,0.9673
"2004","geno5",6,16,26.38,3.6562,0.32,0.9346
"2004","geno5",6,16,26.38,3.6562,0.3,0.92916
"2004","geno5",6,16,26.38,3.6562,0.28,0.90463
"2004","geno5",6,16,26.38,3.6562,0.26,0.89646
"2004","geno5",6,16,26.38,3.6562,0.24,0.85014
"2004","geno5",6,16,26.38,3.6562,0.22,0.82031
"2004","geno5",6,16,26.38,3.6562,0.2,0.81199
"2004","geno5",6,16,26.38,3.6562,0.18,0.76839
"2004","geno5",6,16,26.38,3.6562,0.16,0.73569
"2004","geno5",6,16,26.38,3.6562,0.14,0.70027
"2004","geno5",6,16,26.38,3.6562,0.12,0.6625
"2004","geno5",6,16,26.38,3.6562,0.1,0.63215
"2004","geno5",6,16,26.38,3.6562,0.08,0.62943
"2004","geno5",6,16,26.38,3.6562,0.0599999999999999,0.58583
"2004","geno5",6,16,26.38,3.6562,0.04,0.55041
"2004","geno5",6,16,26.38,3.6562,0.02,0.50409
"2004","geno5",6,16,26.38,3.6562,0,0.50409
"2004","geno5",7,16,34.34,4.543,1,0
"2004","geno5",7,16,34.34,4.543,0.98,0.086837
"2004","geno5",7,16,34.34,4.543,0.96,0.17226
"2004","geno5",7,16,34.34,4.543,0.94,0.25334
"2004","geno5",7,16,34.34,4.543,0.92,0.30425
"2004","geno5",7,16,34.34,4.543,0.9,0.37136
"2004","geno5",7,16,34.34,4.543,0.88,0.46507
"2004","geno5",7,16,34.34,4.543,0.86,0.51902
"2004","geno5",7,16,34.34,4.543,0.84,0.54586
"2004","geno5",7,16,34.34,4.543,0.82,0.59508
"2004","geno5",7,16,34.34,4.543,0.8,0.6443
"2004","geno5",7,16,34.34,4.543,0.78,0.66661
"2004","geno5",7,16,34.34,4.543,0.76,0.70694
"2004","geno5",7,16,34.34,4.543,0.74,0.74273
"2004","geno5",7,16,34.34,4.543,0.72,0.77926
"2004","geno5",7,16,34.34,4.543,0.7,0.80537
"2004","geno5",7,16,34.34,4.543,0.68,0.83617
"2004","geno5",7,16,34.34,4.543,0.66,0.87025
"2004","geno5",7,16,34.34,4.543,0.64,0.89262
"2004","geno5",7,16,34.34,4.543,0.62,0.90604
"2004","geno5",7,16,34.34,4.543,0.6,0.91499
"2004","geno5",7,16,34.34,4.543,0.58,0.93512
"2004","geno5",7,16,34.34,4.543,0.56,0.94855
"2004","geno5",7,16,34.34,4.543,0.54,0.97539
"2004","geno5",7,16,34.34,4.543,0.52,0.98881
"2004","geno5",7,16,34.34,4.543,0.5,0.98881
"2004","geno5",7,16,34.34,4.543,0.48,0.98881
"2004","geno5",7,16,34.34,4.543,0.46,1
"2004","geno5",7,16,34.34,4.543,0.44,1
"2004","geno5",7,16,34.34,4.543,0.42,0.9879
"2004","geno5",7,16,34.34,4.543,0.4,0.99508
"2004","geno5",7,16,34.34,4.543,0.38,0.98881
"2004","geno5",7,16,34.34,4.543,0.36,0.94855
"2004","geno5",7,16,34.34,4.543,0.34,0.96197
"2004","geno5",7,16,34.34,4.543,0.32,0.94183
"2004","geno5",7,16,34.34,4.543,0.3,0.89262
"2004","geno5",7,16,34.34,4.543,0.28,0.86577
"2004","geno5",7,16,34.34,4.543,0.26,0.8613
"2004","geno5",7,16,34.34,4.543,0.24,0.83669
"2004","geno5",7,16,34.34,4.543,0.22,0.80313
"2004","geno5",7,16,34.34,4.543,0.2,0.80313
"2004","geno5",7,16,34.34,4.543,0.18,0.77629
"2004","geno5",7,16,34.34,4.543,0.16,0.75839
"2004","geno5",7,16,34.34,4.543,0.14,0.72546
"2004","geno5",7,16,34.34,4.543,0.12,0.69351
"2004","geno5",7,16,34.34,4.543,0.1,0.6689
"2004","geno5",7,16,34.34,4.543,0.08,0.6443
"2004","geno5",7,16,34.34,4.543,0.0599999999999999,0.59508
"2004","geno5",7,16,34.34,4.543,0.04,0.59508
"2004","geno5",7,16,34.34,4.543,0.02,0.54586
"2004","geno5",7,16,34.34,4.543,0,0.52349
"2004","geno5",8,16,39.71,4.9086,1,0.020576
"2004","geno5",8,16,39.71,4.9086,0.98,0.088477
"2004","geno5",8,16,39.71,4.9086,0.96,0.16867
"2004","geno5",8,16,39.71,4.9086,0.94,0.25053
"2004","geno5",8,16,39.71,4.9086,0.92,0.32758
"2004","geno5",8,16,39.71,4.9086,0.9,0.39712
"2004","geno5",8,16,39.71,4.9086,0.88,0.44856
"2004","geno5",8,16,39.71,4.9086,0.86,0.52675
"2004","geno5",8,16,39.71,4.9086,0.84,0.58025
"2004","geno5",8,16,39.71,4.9086,0.82,0.6214
"2004","geno5",8,16,39.71,4.9086,0.8,0.66049
"2004","geno5",8,16,39.71,4.9086,0.78,0.69959
"2004","geno5",8,16,39.71,4.9086,0.76,0.72979
"2004","geno5",8,16,39.71,4.9086,0.74,0.76132
"2004","geno5",8,16,39.71,4.9086,0.72,0.77984
"2004","geno5",8,16,39.71,4.9086,0.7,0.80041
"2004","geno5",8,16,39.71,4.9086,0.68,0.82099
"2004","geno5",8,16,39.71,4.9086,0.66,0.84568
"2004","geno5",8,16,39.71,4.9086,0.64,0.86008
"2004","geno5",8,16,39.71,4.9086,0.62,0.88571
"2004","geno5",8,16,39.71,4.9086,0.6,0.90123
"2004","geno5",8,16,39.71,4.9086,0.58,0.92387
"2004","geno5",8,16,39.71,4.9086,0.56,0.94377
"2004","geno5",8,16,39.71,4.9086,0.54,0.96091
"2004","geno5",8,16,39.71,4.9086,0.52,0.96091
"2004","geno5",8,16,39.71,4.9086,0.5,0.98148
"2004","geno5",8,16,39.71,4.9086,0.48,0.98148
"2004","geno5",8,16,39.71,4.9086,0.46,0.98148
"2004","geno5",8,16,39.71,4.9086,0.44,1
"2004","geno5",8,16,39.71,4.9086,0.42,0.98148
"2004","geno5",8,16,39.71,4.9086,0.4,1
"2004","geno5",8,16,39.71,4.9086,0.38,0.98148
"2004","geno5",8,16,39.71,4.9086,0.36,1
"2004","geno5",8,16,39.71,4.9086,0.34,1
"2004","geno5",8,16,39.71,4.9086,0.32,0.98148
"2004","geno5",8,16,39.71,4.9086,0.3,0.98537
"2004","geno5",8,16,39.71,4.9086,0.28,1
"2004","geno5",8,16,39.71,4.9086,0.26,0.96296
"2004","geno5",8,16,39.71,4.9086,0.24,0.96296
"2004","geno5",8,16,39.71,4.9086,0.22,0.94033
"2004","geno5",8,16,39.71,4.9086,0.2,0.91975
"2004","geno5",8,16,39.71,4.9086,0.18,0.90123
"2004","geno5",8,16,39.71,4.9086,0.16,0.86008
"2004","geno5",8,16,39.71,4.9086,0.14,0.84156
"2004","geno5",8,16,39.71,4.9086,0.12,0.79218
"2004","geno5",8,16,39.71,4.9086,0.1,0.79218
"2004","geno5",8,16,39.71,4.9086,0.08,0.74486
"2004","geno5",8,16,39.71,4.9086,0.0599999999999999,0.74486
"2004","geno5",8,16,39.71,4.9086,0.04,0.71399
"2004","geno5",8,16,39.71,4.9086,0.02,0.68519
"2004","geno5",8,16,39.71,4.9086,0,0.66049
"2004","geno5",10,16,46.035,6.3844,1,0
"2004","geno5",10,16,46.035,6.3844,0.98,0.063304
"2004","geno5",10,16,46.035,6.3844,0.96,0.10624
"2004","geno5",10,16,46.035,6.3844,0.94,0.17414
"2004","geno5",10,16,46.035,6.3844,0.92,0.19784
"2004","geno5",10,16,46.035,6.3844,0.9,0.26041
"2004","geno5",10,16,46.035,6.3844,0.88,0.31872
"2004","geno5",10,16,46.035,6.3844,0.86,0.38742
"2004","geno5",10,16,46.035,6.3844,0.84,0.42826
"2004","geno5",10,16,46.035,6.3844,0.82,0.47668
"2004","geno5",10,16,46.035,6.3844,0.8,0.52242
"2004","geno5",10,16,46.035,6.3844,0.78,0.55275
"2004","geno5",10,16,46.035,6.3844,0.76,0.5991
"2004","geno5",10,16,46.035,6.3844,0.74,0.63303
"2004","geno5",10,16,46.035,6.3844,0.72,0.67659
"2004","geno5",10,16,46.035,6.3844,0.7,0.68538
"2004","geno5",10,16,46.035,6.3844,0.68,0.71493
"2004","geno5",10,16,46.035,6.3844,0.66,0.74369
"2004","geno5",10,16,46.035,6.3844,0.64,0.76286
"2004","geno5",10,16,46.035,6.3844,0.62,0.78203
"2004","geno5",10,16,46.035,6.3844,0.6,0.81159
"2004","geno5",10,16,46.035,6.3844,0.58,0.82117
"2004","geno5",10,16,46.035,6.3844,0.56,0.83863
"2004","geno5",10,16,46.035,6.3844,0.54,0.85952
"2004","geno5",10,16,46.035,6.3844,0.52,0.86111
"2004","geno5",10,16,46.035,6.3844,0.5,0.89866
"2004","geno5",10,16,46.035,6.3844,0.48,0.91863
"2004","geno5",10,16,46.035,6.3844,0.46,0.91943
"2004","geno5",10,16,46.035,6.3844,0.44,0.9386
"2004","geno5",10,16,46.035,6.3844,0.42,0.94818
"2004","geno5",10,16,46.035,6.3844,0.4,0.95777
"2004","geno5",10,16,46.035,6.3844,0.38,0.95777
"2004","geno5",10,16,46.035,6.3844,0.36,0.94019
"2004","geno5",10,16,46.035,6.3844,0.34,0.97774
"2004","geno5",10,16,46.035,6.3844,0.32,0.99093
"2004","geno5",10,16,46.035,6.3844,0.3,0.98732
"2004","geno5",10,16,46.035,6.3844,0.28,0.98812
"2004","geno5",10,16,46.035,6.3844,0.26,0.97854
"2004","geno5",10,16,46.035,6.3844,0.24,0.98475
"2004","geno5",10,16,46.035,6.3844,0.22,0.98812
"2004","geno5",10,16,46.035,6.3844,0.2,0.98371
"2004","geno5",10,16,46.035,6.3844,0.18,0.97854
"2004","geno5",10,16,46.035,6.3844,0.16,0.96017
"2004","geno5",10,16,46.035,6.3844,0.14,0.92219
"2004","geno5",10,16,46.035,6.3844,0.12,0.89665
"2004","geno5",10,16,46.035,6.3844,0.1,0.84513
"2004","geno5",10,16,46.035,6.3844,0.08,0.80237
"2004","geno5",10,16,46.035,6.3844,0.0599999999999999,0.74688
"2004","geno5",10,16,46.035,6.3844,0.04,0.68674
"2004","geno5",10,16,46.035,6.3844,0.02,0.64301
"2004","geno5",10,16,46.035,6.3844,0,0.58153
"2004","geno5",11,16,44.805,7.3353,1,0
"2004","geno5",11,16,44.805,7.3353,0.98,0.081407
"2004","geno5",11,16,44.805,7.3353,0.96,0.14393
"2004","geno5",11,16,44.805,7.3353,0.94,0.20075
"2004","geno5",11,16,44.805,7.3353,0.92,0.26259
"2004","geno5",11,16,44.805,7.3353,0.9,0.33248
"2004","geno5",11,16,44.805,7.3353,0.88,0.38011
"2004","geno5",11,16,44.805,7.3353,0.86,0.43116
"2004","geno5",11,16,44.805,7.3353,0.84,0.4484
"2004","geno5",11,16,44.805,7.3353,0.82,0.47131
"2004","geno5",11,16,44.805,7.3353,0.8,0.52067
"2004","geno5",11,16,44.805,7.3353,0.78,0.57051
"2004","geno5",11,16,44.805,7.3353,0.76,0.63492
"2004","geno5",11,16,44.805,7.3353,0.74,0.67744
"2004","geno5",11,16,44.805,7.3353,0.72,0.7039
"2004","geno5",11,16,44.805,7.3353,0.7,0.73469
"2004","geno5",11,16,44.805,7.3353,0.68,0.76781
"2004","geno5",11,16,44.805,7.3353,0.66,0.79471
"2004","geno5",11,16,44.805,7.3353,0.64,0.81196
"2004","geno5",11,16,44.805,7.3353,0.62,0.84194
"2004","geno5",11,16,44.805,7.3353,0.6,0.8699
"2004","geno5",11,16,44.805,7.3353,0.58,0.87197
"2004","geno5",11,16,44.805,7.3353,0.56,0.88094
"2004","geno5",11,16,44.805,7.3353,0.54,0.89819
"2004","geno5",11,16,44.805,7.3353,0.52,0.92164
"2004","geno5",11,16,44.805,7.3353,0.5,0.9244
"2004","geno5",11,16,44.805,7.3353,0.48,0.93462
"2004","geno5",11,16,44.805,7.3353,0.46,0.95592
"2004","geno5",11,16,44.805,7.3353,0.44,0.93877
"2004","geno5",11,16,44.805,7.3353,0.42,0.94717
"2004","geno5",11,16,44.805,7.3353,0.4,0.97451
"2004","geno5",11,16,44.805,7.3353,0.38,0.98511
"2004","geno5",11,16,44.805,7.3353,0.36,0.98884
"2004","geno5",11,16,44.805,7.3353,0.34,0.99408
"2004","geno5",11,16,44.805,7.3353,0.32,0.98373
"2004","geno5",11,16,44.805,7.3353,0.3,0.98442
"2004","geno5",11,16,44.805,7.3353,0.28,0.9996
"2004","geno5",11,16,44.805,7.3353,0.26,0.97545
"2004","geno5",11,16,44.805,7.3353,0.24,0.98166
"2004","geno5",11,16,44.805,7.3353,0.22,1
"2004","geno5",11,16,44.805,7.3353,0.2,0.98205
"2004","geno5",11,16,44.805,7.3353,0.18,0.96372
"2004","geno5",11,16,44.805,7.3353,0.16,0.96028
"2004","geno5",11,16,44.805,7.3353,0.14,0.92716
"2004","geno5",11,16,44.805,7.3353,0.12,0.87709
"2004","geno5",11,16,44.805,7.3353,0.1,0.81927
"2004","geno5",11,16,44.805,7.3353,0.08,0.77333
"2004","geno5",11,16,44.805,7.3353,0.0599999999999999,0.70323
"2004","geno5",11,16,44.805,7.3353,0.04,0.66689
"2004","geno5",11,16,44.805,7.3353,0.02,0.61939
"2004","geno5",11,16,44.805,7.3353,0,0.56844
"2004","geno5",12,16,42.395,8.0875,1,0
"2004","geno5",12,16,42.395,8.0875,0.98,0.065568
"2004","geno5",12,16,42.395,8.0875,0.96,0.10629
"2004","geno5",12,16,42.395,8.0875,0.94,0.17115
"2004","geno5",12,16,42.395,8.0875,0.92,0.22549
"2004","geno5",12,16,42.395,8.0875,0.9,0.28808
"2004","geno5",12,16,42.395,8.0875,0.88,0.34604
"2004","geno5",12,16,42.395,8.0875,0.86,0.40317
"2004","geno5",12,16,42.395,8.0875,0.84,0.47047
"2004","geno5",12,16,42.395,8.0875,0.82,0.52031
"2004","geno5",12,16,42.395,8.0875,0.8,0.5691
"2004","geno5",12,16,42.395,8.0875,0.78,0.61775
"2004","geno5",12,16,42.395,8.0875,0.76,0.66977
"2004","geno5",12,16,42.395,8.0875,0.74,0.71345
"2004","geno5",12,16,42.395,8.0875,0.72,0.73768
"2004","geno5",12,16,42.395,8.0875,0.7,0.76329
"2004","geno5",12,16,42.395,8.0875,0.68,0.79471
"2004","geno5",12,16,42.395,8.0875,0.66,0.80514
"2004","geno5",12,16,42.395,8.0875,0.64,0.83137
"2004","geno5",12,16,42.395,8.0875,0.62,0.84948
"2004","geno5",12,16,42.395,8.0875,0.6,0.87447
"2004","geno5",12,16,42.395,8.0875,0.58,0.88196
"2004","geno5",12,16,42.395,8.0875,0.56,0.90008
"2004","geno5",12,16,42.395,8.0875,0.54,0.91694
"2004","geno5",12,16,42.395,8.0875,0.52,0.92506
"2004","geno5",12,16,42.395,8.0875,0.5,0.93431
"2004","geno5",12,16,42.395,8.0875,0.48,0.95005
"2004","geno5",12,16,42.395,8.0875,0.46,0.95005
"2004","geno5",12,16,42.395,8.0875,0.44,0.95442
"2004","geno5",12,16,42.395,8.0875,0.42,0.97278
"2004","geno5",12,16,42.395,8.0875,0.4,0.97143
"2004","geno5",12,16,42.395,8.0875,0.38,0.97566
"2004","geno5",12,16,42.395,8.0875,0.36,0.9844
"2004","geno5",12,16,42.395,8.0875,0.34,0.99252
